crop_name,grade,quantity_kg,month,region,base_price,perishability,demand_index,fair_price_kg,listing_price_kg,is_sold,days_to_sell
Maize,A,3978.5,12,"Ludhiana, Punjab",23.0,0.1,1.28,25.22,22.96,1,6
Soybean,C,796.2,1,"Indore, Madhya Pradesh",46.0,0.1,0.93,39.33,36.0,1,4
Onion,B,1458.3,8,"Nashik, Maharashtra",28.0,0.3,1.25,33.17,34.63,1,5
Cotton,C,1430.9,2,"Anand, Gujarat",70.0,0.05,1.0,59.03,67.88,0,25
Cotton,B,3992.1,10,"Bengaluru, Karnataka",70.0,0.05,0.9,68.72,79.49,0,25
Potato,B,3084.6,4,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.24,22.65,25.43,0,25
Soybean,A,2381.8,6,"Guntur, Andhra Pradesh",46.0,0.1,1.38,56.8,67.3,0,25
Potato,A,3331.3,8,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.23,21.05,22.9,0,25
Tomato,B,2508.3,11,"Nashik, Maharashtra",24.0,0.85,1.13,21.67,26.63,0,25
Groundnut,C,3460.0,4,"Anand, Gujarat",72.0,0.1,1.3,63.09,72.4,0,25
Cauliflower,C,1625.5,2,"Guntur, Andhra Pradesh",26.0,0.8,0.99,26.89,33.24,0,25
Cotton,B,3416.8,1,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,0.98,60.53,69.67,0,25
Soybean,A,1988.8,5,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.12,56.08,65.76,0,25
Wheat,C,2678.8,6,"Anand, Gujarat",30.0,0.05,1.32,25.75,31.01,0,25
Carrot,B,3038.1,2,"Guntur, Andhra Pradesh",34.0,0.5,1.31,28.84,31.6,0,25
Brinjal,C,209.7,2,"Guntur, Andhra Pradesh",22.0,0.75,1.07,18.46,20.76,0,25
Potato,B,1899.5,5,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,0.94,21.61,25.3,0,25
Wheat,A,3616.5,11,"Anand, Gujarat",30.0,0.05,1.32,35.16,30.56,1,2
Tomato,C,1728.4,9,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,0.95,21.55,24.01,0,25
Cabbage,B,2363.0,5,"Ludhiana, Punjab",18.0,0.6,1.28,21.72,22.48,1,7
Cotton,B,1694.2,2,"Nashik, Maharashtra",70.0,0.05,1.25,74.99,73.16,1,6
Sugarcane,C,3240.9,10,"Indore, Madhya Pradesh",4.5,0.4,1.07,3.91,3.65,1,2
Cabbage,B,2160.8,7,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,0.9,17.2,15.42,1,2
Carrot,B,3864.9,11,"Guntur, Andhra Pradesh",34.0,0.5,1.2,30.45,37.74,0,25
Green Chilli,C,396.2,5,"Guntur, Andhra Pradesh",55.0,0.7,0.97,48.86,45.26,1,6
Groundnut,A,1950.4,4,"Nashik, Maharashtra",72.0,0.1,0.97,81.89,97.72,0,25
Cauliflower,A,3090.4,5,"Koyambedu, Chennai, Tamil Nadu",26.0,0.8,0.97,38.5,39.22,1,3
Maize,A,1912.4,8,"Indore, Madhya Pradesh",23.0,0.1,1.33,26.81,28.9,0,25
Cotton,B,81.1,6,"Nashik, Maharashtra",70.0,0.05,1.22,74.46,84.53,0,25
Brinjal,B,1975.6,1,"Pune, Maharashtra",22.0,0.75,1.14,21.16,23.73,0,25
Cotton,B,289.8,12,"Bengaluru, Karnataka",70.0,0.05,0.91,60.99,65.9,0,25
Cauliflower,A,1697.7,11,"Pune, Maharashtra",26.0,0.8,1.14,19.11,18.89,1,6
Tomato,A,809.2,12,"Pune, Maharashtra",24.0,0.85,1.07,25.0,23.57,1,3
Maize,C,3421.1,10,"Ludhiana, Punjab",23.0,0.1,1.26,14.21,16.19,0,25
Brinjal,B,3209.0,8,"Ludhiana, Punjab",22.0,0.75,1.32,23.6,25.93,0,25
Wheat,C,1957.4,11,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,0.99,28.42,33.18,0,25
Carrot,B,2249.5,4,"Bengaluru, Karnataka",34.0,0.5,1.4,44.94,44.65,1,4
Soybean,A,176.3,9,"Anand, Gujarat",46.0,0.1,0.93,50.65,45.5,1,3
Wheat,B,3091.9,1,"Ludhiana, Punjab",30.0,0.05,1.18,30.79,37.21,0,25
Cotton,C,249.2,12,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,1.37,63.19,72.81,0,25
Onion,C,215.8,9,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,0.95,19.39,21.37,0,25
Cotton,A,2927.0,3,"Ludhiana, Punjab",70.0,0.05,1.25,82.3,98.61,0,25
Potato,C,3285.7,6,"Ludhiana, Punjab",20.0,0.2,0.96,14.65,13.64,1,7
Sugarcane,A,1398.2,8,"Bengaluru, Karnataka",4.5,0.4,1.15,6.26,7.21,0,25
Green Chilli,C,3025.2,3,"Bengaluru, Karnataka",55.0,0.7,1.16,55.99,65.22,0,25
Potato,B,3597.4,7,"Guntur, Andhra Pradesh",20.0,0.2,1.38,18.93,23.24,0,25
Carrot,A,3234.7,12,"Nashik, Maharashtra",34.0,0.5,1.37,33.1,29.26,1,3
Sugarcane,A,1603.4,1,"Guntur, Andhra Pradesh",4.5,0.4,0.92,4.25,4.59,0,25
Soybean,C,1637.9,7,"Pune, Maharashtra",46.0,0.1,1.24,43.21,46.3,0,25
Wheat,C,81.2,6,"Ludhiana, Punjab",30.0,0.05,1.04,23.45,26.5,0,25
Carrot,C,2516.2,9,"Bengaluru, Karnataka",34.0,0.5,1.21,32.22,33.09,1,4
Sugarcane,C,3529.8,4,"Guntur, Andhra Pradesh",4.5,0.4,0.94,3.53,4.02,0,25
Maize,A,416.6,4,"Pune, Maharashtra",23.0,0.1,1.18,29.73,31.47,0,25
Sugarcane,C,160.2,1,"Anand, Gujarat",4.5,0.4,1.3,3.45,4.0,0,25
Groundnut,B,286.8,12,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,1.09,65.64,72.26,0,25
Green Chilli,A,3768.3,11,"Nashik, Maharashtra",55.0,0.7,1.12,62.1,61.21,1,3
Groundnut,C,1231.8,6,"Bengaluru, Karnataka",72.0,0.1,1.23,73.09,85.96,0,25
Cabbage,C,1541.8,12,"Anand, Gujarat",18.0,0.6,1.27,14.87,13.78,1,6
Carrot,A,1731.5,12,"Anand, Gujarat",34.0,0.5,1.11,35.46,31.45,1,4
Potato,B,358.4,8,"Bengaluru, Karnataka",20.0,0.2,1.24,22.59,26.24,0,25
Cotton,B,1722.5,11,"Indore, Madhya Pradesh",70.0,0.05,1.12,60.4,73.83,0,25
Carrot,C,620.2,3,"Guntur, Andhra Pradesh",34.0,0.5,0.96,29.2,33.05,0,25
Cotton,C,889.9,12,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,1.14,53.59,61.55,0,25
Cauliflower,B,3416.7,10,"Koyambedu, Chennai, Tamil Nadu",26.0,0.8,0.96,25.31,26.81,0,25
Onion,B,1247.9,6,"Pune, Maharashtra",28.0,0.3,1.14,33.06,38.56,0,25
Potato,C,3750.4,1,"Guntur, Andhra Pradesh",20.0,0.2,1.05,13.53,15.5,0,25
Tomato,A,3488.2,2,"Ludhiana, Punjab",24.0,0.85,1.11,23.97,25.87,0,25
Cabbage,B,1927.1,7,"Ludhiana, Punjab",18.0,0.6,1.26,16.28,17.13,0,25
Carrot,B,3472.1,3,"Indore, Madhya Pradesh",34.0,0.5,1.06,29.52,34.54,0,25
Soybean,C,969.6,7,"Guntur, Andhra Pradesh",46.0,0.1,1.1,35.04,42.26,0,25
Groundnut,B,2843.5,3,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,1.19,76.27,89.12,0,25
Groundnut,B,2259.4,11,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,1.0,58.77,51.2,1,4
Rice,B,2650.1,2,"Nashik, Maharashtra",48.0,0.05,1.17,46.51,57.44,0,25
Wheat,A,3363.7,12,"Bengaluru, Karnataka",30.0,0.05,1.19,41.29,40.39,1,5
Carrot,A,763.0,7,"Ludhiana, Punjab",34.0,0.5,0.91,40.69,43.18,0,25
Brinjal,B,3920.2,2,"Koyambedu, Chennai, Tamil Nadu",22.0,0.75,1.17,23.85,27.6,0,25
Potato,B,718.3,11,"Guntur, Andhra Pradesh",20.0,0.2,1.21,22.69,22.24,1,2
Tomato,B,1314.2,2,"Guntur, Andhra Pradesh",24.0,0.85,1.11,19.16,22.63,0,25
Onion,A,3020.9,4,"Bengaluru, Karnataka",28.0,0.3,1.19,40.08,41.97,1,7
Brinjal,A,1307.4,1,"Pune, Maharashtra",22.0,0.75,1.18,28.86,31.84,0,25
Maize,A,3855.7,9,"Pune, Maharashtra",23.0,0.1,1.24,23.54,22.33,1,5
Sugarcane,A,1656.6,10,"Pune, Maharashtra",4.5,0.4,0.94,5.3,6.56,0,25
Green Chilli,C,2173.3,4,"Anand, Gujarat",55.0,0.7,1.11,45.2,54.9,0,25
Carrot,A,3846.4,8,"Nashik, Maharashtra",34.0,0.5,1.21,38.44,33.6,1,6
Wheat,C,1551.6,11,"Pune, Maharashtra",30.0,0.05,1.08,26.93,29.7,0,25
Cabbage,C,687.6,1,"Pune, Maharashtra",18.0,0.6,1.17,14.64,16.53,0,25
Cotton,A,882.9,7,"Pune, Maharashtra",70.0,0.05,1.15,91.36,106.97,0,25
Maize,C,1082.4,11,"Ludhiana, Punjab",23.0,0.1,1.28,20.02,24.89,0,25
Green Chilli,A,1347.4,10,"Indore, Madhya Pradesh",55.0,0.7,1.36,69.65,62.93,1,6
Cabbage,B,2707.2,1,"Nashik, Maharashtra",18.0,0.6,1.11,16.44,18.99,0,25
Cauliflower,A,172.2,9,"Koyambedu, Chennai, Tamil Nadu",26.0,0.8,1.32,32.3,36.13,0,25
Soybean,A,3318.5,7,"Ludhiana, Punjab",46.0,0.1,1.08,53.82,60.75,0,25
Tomato,A,3748.2,6,"Indore, Madhya Pradesh",24.0,0.85,1.12,32.6,30.6,1,2
Wheat,C,405.4,4,"Ludhiana, Punjab",30.0,0.05,1.21,21.65,20.43,1,4
Green Chilli,A,3622.8,8,"Pune, Maharashtra",55.0,0.7,1.25,66.64,62.22,1,3
Cotton,C,3486.2,2,"Guntur, Andhra Pradesh",70.0,0.05,1.18,54.83,61.08,0,25
Cabbage,C,2373.3,2,"Anand, Gujarat",18.0,0.6,1.27,13.37,12.05,1,6
Cotton,A,3398.3,4,"Pune, Maharashtra",70.0,0.05,0.91,89.55,98.13,0,25
Soybean,C,3754.7,1,"Indore, Madhya Pradesh",46.0,0.1,1.22,38.28,46.98,0,25
Tomato,B,1132.4,7,"Guntur, Andhra Pradesh",24.0,0.85,1.24,22.58,26.05,0,25
Maize,C,1147.8,1,"Bengaluru, Karnataka",23.0,0.1,1.11,23.07,23.75,1,2
Rice,B,3240.3,10,"Koyambedu, Chennai, Tamil Nadu",48.0,0.05,1.4,45.9,56.6,0,25
Maize,A,1350.4,3,"Bengaluru, Karnataka",23.0,0.1,0.93,32.02,35.23,0,25
Tomato,B,2390.5,1,"Guntur, Andhra Pradesh",24.0,0.85,1.21,19.27,17.21,1,3
Green Chilli,A,3186.7,9,"Ludhiana, Punjab",55.0,0.7,1.37,71.33,82.76,0,25
Cabbage,B,1813.5,11,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,0.96,23.61,23.63,1,7
Groundnut,A,3680.5,1,"Anand, Gujarat",72.0,0.1,1.12,81.86,79.45,1,5
Onion,A,256.2,9,"Nashik, Maharashtra",28.0,0.3,1.32,31.39,31.84,1,7
Sugarcane,C,1566.5,8,"Nashik, Maharashtra",4.5,0.4,1.3,4.24,5.1,0,25
Cabbage,A,3753.5,11,"Ludhiana, Punjab",18.0,0.6,1.29,19.37,17.96,1,2
Cabbage,C,3168.2,10,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,1.0,16.55,17.86,0,25
Soybean,C,1713.0,6,"Pune, Maharashtra",46.0,0.1,1.26,42.18,49.3,0,25
Tomato,A,1771.6,10,"Pune, Maharashtra",24.0,0.85,1.38,33.05,38.07,0,25
Wheat,C,1904.6,3,"Anand, Gujarat",30.0,0.05,1.2,21.32,22.54,0,25
Soybean,C,987.7,1,"Anand, Gujarat",46.0,0.1,1.31,50.26,53.97,0,25
Tomato,B,3907.2,4,"Ludhiana, Punjab",24.0,0.85,1.22,24.54,22.72,1,4
Groundnut,B,2286.1,10,"Ludhiana, Punjab",72.0,0.1,1.07,59.44,57.65,1,4
Onion,B,916.7,8,"Nashik, Maharashtra",28.0,0.3,0.9,28.07,30.86,0,25
Rice,B,1534.9,12,"Ludhiana, Punjab",48.0,0.05,1.1,41.07,48.48,0,25
Tomato,B,1463.7,2,"Nashik, Maharashtra",24.0,0.85,1.18,22.4,24.7,0,25
Maize,B,836.5,1,"Nashik, Maharashtra",23.0,0.1,1.04,24.81,23.26,1,3
Potato,B,824.2,3,"Bengaluru, Karnataka",20.0,0.2,0.99,18.55,21.94,0,25
Potato,B,3747.7,6,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.05,22.09,20.9,1,6
Soybean,A,308.2,12,"Guntur, Andhra Pradesh",46.0,0.1,0.97,59.79,55.41,1,4
Green Chilli,B,1016.0,11,"Guntur, Andhra Pradesh",55.0,0.7,0.92,49.5,54.27,0,25
Rice,C,1344.3,3,"Pune, Maharashtra",48.0,0.05,0.93,44.0,52.39,0,25
Cabbage,B,371.6,12,"Bengaluru, Karnataka",18.0,0.6,1.14,14.13,15.76,0,25
Onion,A,3017.0,11,"Guntur, Andhra Pradesh",28.0,0.3,1.09,29.88,33.91,0,25
Cauliflower,C,3825.2,12,"Indore, Madhya Pradesh",26.0,0.8,1.14,17.44,18.88,0,25
Soybean,C,917.1,4,"Nashik, Maharashtra",46.0,0.1,1.0,41.23,40.09,1,7
Cabbage,A,2224.7,5,"Ludhiana, Punjab",18.0,0.6,0.97,18.46,16.31,1,4
Green Chilli,A,2073.4,8,"Nashik, Maharashtra",55.0,0.7,1.07,45.18,45.04,1,5
Wheat,B,1794.7,3,"Nashik, Maharashtra",30.0,0.05,1.03,24.86,21.89,1,6
Wheat,C,3710.1,5,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,0.95,21.91,20.38,1,3
Green Chilli,B,3271.5,12,"Pune, Maharashtra",55.0,0.7,1.24,60.63,58.19,1,6
Potato,C,3091.8,1,"Pune, Maharashtra",20.0,0.2,1.04,12.25,15.05,0,25
Cotton,C,2633.7,8,"Nashik, Maharashtra",70.0,0.05,1.39,76.83,94.55,0,25
Cotton,B,2907.2,4,"Bengaluru, Karnataka",70.0,0.05,1.0,76.88,82.34,0,25
Carrot,C,3178.1,6,"Indore, Madhya Pradesh",34.0,0.5,1.06,30.99,28.67,1,6
Groundnut,B,1827.4,8,"Bengaluru, Karnataka",72.0,0.1,1.18,78.57,70.82,1,6
Tomato,B,940.7,6,"Ludhiana, Punjab",24.0,0.85,1.11,27.97,32.19,0,25
Sugarcane,C,2368.5,6,"Pune, Maharashtra",4.5,0.4,1.18,4.25,5.27,0,25
Green Chilli,C,856.6,7,"Guntur, Andhra Pradesh",55.0,0.7,1.1,40.64,43.23,0,25
Rice,B,2299.6,6,"Koyambedu, Chennai, Tamil Nadu",48.0,0.05,1.13,54.11,48.25,1,4
Tomato,C,787.4,1,"Indore, Madhya Pradesh",24.0,0.85,0.93,15.66,19.34,0,25
Wheat,A,2655.3,5,"Bengaluru, Karnataka",30.0,0.05,0.93,31.93,29.34,1,6
Brinjal,B,560.1,2,"Anand, Gujarat",22.0,0.75,1.11,24.62,28.25,0,25
Brinjal,A,1273.5,4,"Anand, Gujarat",22.0,0.75,1.31,27.16,29.33,0,25
Wheat,C,2881.2,9,"Bengaluru, Karnataka",30.0,0.05,1.13,27.92,25.98,1,7
Carrot,A,3239.9,10,"Guntur, Andhra Pradesh",34.0,0.5,1.16,45.82,47.38,1,6
Groundnut,A,3529.9,11,"Pune, Maharashtra",72.0,0.1,1.13,65.88,74.45,0,25
Groundnut,B,3302.5,10,"Guntur, Andhra Pradesh",72.0,0.1,1.32,59.39,65.16,0,25
Brinjal,B,774.6,11,"Guntur, Andhra Pradesh",22.0,0.75,1.18,19.89,20.04,1,8
Rice,A,2174.1,11,"Pune, Maharashtra",48.0,0.05,1.23,53.4,64.66,0,25
Maize,B,528.9,9,"Guntur, Andhra Pradesh",23.0,0.1,1.08,20.56,23.69,0,25
Cauliflower,B,701.1,8,"Guntur, Andhra Pradesh",26.0,0.8,1.0,27.51,30.41,0,25
Soybean,C,1407.4,7,"Indore, Madhya Pradesh",46.0,0.1,1.1,39.5,36.65,1,2
Wheat,A,2697.7,6,"Anand, Gujarat",30.0,0.05,1.13,34.62,38.53,0,25
Groundnut,B,3290.7,8,"Anand, Gujarat",72.0,0.1,1.32,77.07,70.77,1,2
Onion,A,2161.9,2,"Pune, Maharashtra",28.0,0.3,1.1,32.77,36.73,0,25
Potato,B,905.9,3,"Ludhiana, Punjab",20.0,0.2,0.92,17.0,19.04,0,25
Rice,B,3255.5,11,"Nashik, Maharashtra",48.0,0.05,1.22,38.9,39.14,1,4
Tomato,C,3101.0,1,"Nashik, Maharashtra",24.0,0.85,1.28,12.14,14.83,0,25
Green Chilli,A,113.4,2,"Bengaluru, Karnataka",55.0,0.7,0.91,88.52,99.32,0,25
Onion,A,713.1,11,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,0.98,36.39,36.98,1,3
Green Chilli,B,868.1,10,"Bengaluru, Karnataka",55.0,0.7,1.17,69.38,64.91,1,4
Potato,A,1299.1,11,"Guntur, Andhra Pradesh",20.0,0.2,1.09,23.55,24.34,1,3
Cotton,B,316.0,1,"Ludhiana, Punjab",70.0,0.05,1.01,56.36,70.07,0,25
Onion,C,3838.2,5,"Anand, Gujarat",28.0,0.3,1.2,28.07,34.88,0,25
Groundnut,B,742.6,6,"Anand, Gujarat",72.0,0.1,1.28,74.21,82.86,0,25
Onion,B,3652.8,10,"Nashik, Maharashtra",28.0,0.3,1.12,16.29,17.18,0,25
Groundnut,A,133.8,4,"Nashik, Maharashtra",72.0,0.1,1.28,94.92,96.95,1,4
Onion,A,2020.0,6,"Anand, Gujarat",28.0,0.3,1.0,34.32,34.33,1,6
Rice,C,3515.5,12,"Indore, Madhya Pradesh",48.0,0.05,0.97,30.02,25.99,1,5
Brinjal,C,954.6,1,"Pune, Maharashtra",22.0,0.75,1.27,24.95,24.63,1,3
Tomato,C,2800.3,11,"Bengaluru, Karnataka",24.0,0.85,1.01,20.32,18.76,1,5
Onion,B,255.8,4,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,1.4,31.39,38.46,0,25
Potato,A,2217.9,10,"Anand, Gujarat",20.0,0.2,1.3,25.44,25.96,1,5
Potato,C,1724.9,4,"Bengaluru, Karnataka",20.0,0.2,1.2,21.69,21.07,1,5
Soybean,A,366.1,8,"Pune, Maharashtra",46.0,0.1,1.39,61.56,63.19,1,5
Groundnut,B,128.3,8,"Anand, Gujarat",72.0,0.1,1.09,79.65,94.91,0,25
Sugarcane,B,2920.3,9,"Anand, Gujarat",4.5,0.4,1.03,4.28,4.28,1,6
Onion,B,1903.6,12,"Anand, Gujarat",28.0,0.3,0.98,28.95,26.8,1,2
Cauliflower,C,1648.0,8,"Ludhiana, Punjab",26.0,0.8,1.11,18.91,18.98,1,4
Cabbage,A,3970.3,1,"Guntur, Andhra Pradesh",18.0,0.6,0.96,17.91,21.9,0,25
Potato,A,3096.5,5,"Guntur, Andhra Pradesh",20.0,0.2,1.28,22.34,24.66,0,25
Green Chilli,C,1572.1,11,"Nashik, Maharashtra",55.0,0.7,1.11,55.65,52.8,1,4
Maize,B,2679.4,12,"Nashik, Maharashtra",23.0,0.1,0.97,19.67,17.88,1,3
Cabbage,C,511.1,1,"Anand, Gujarat",18.0,0.6,0.95,10.97,12.45,0,25
Brinjal,B,3644.3,9,"Koyambedu, Chennai, Tamil Nadu",22.0,0.75,1.34,21.6,24.34,0,25
Cauliflower,C,1266.5,10,"Guntur, Andhra Pradesh",26.0,0.8,1.11,25.61,30.75,0,25
Groundnut,A,2311.8,11,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,1.3,79.5,74.24,1,6
Groundnut,B,3274.7,3,"Nashik, Maharashtra",72.0,0.1,0.9,64.24,56.4,1,5
Cauliflower,B,1752.3,12,"Pune, Maharashtra",26.0,0.8,0.99,22.89,23.91,1,5
Onion,B,843.7,3,"Bengaluru, Karnataka",28.0,0.3,1.27,29.36,34.46,0,25
Rice,B,2526.0,8,"Guntur, Andhra Pradesh",48.0,0.05,1.21,50.82,49.16,1,4
Wheat,A,2363.3,1,"Ludhiana, Punjab",30.0,0.05,1.14,33.85,37.88,0,25
Onion,A,3019.6,5,"Nashik, Maharashtra",28.0,0.3,0.9,21.7,19.29,1,4
Tomato,B,1919.3,8,"Pune, Maharashtra",24.0,0.85,1.07,20.42,20.86,1,4
Maize,B,3766.9,4,"Ludhiana, Punjab",23.0,0.1,1.23,22.86,22.69,1,4
Onion,A,1637.1,12,"Indore, Madhya Pradesh",28.0,0.3,1.32,34.84,42.51,0,25
Tomato,C,1153.9,9,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,1.25,25.19,27.64,0,25
Soybean,B,792.3,11,"Guntur, Andhra Pradesh",46.0,0.1,1.39,40.06,49.39,0,25
Cotton,B,1472.8,11,"Nashik, Maharashtra",70.0,0.05,0.92,57.28,58.87,1,6
Brinjal,C,1740.3,6,"Koyambedu, Chennai, Tamil Nadu",22.0,0.75,1.37,20.38,24.91,0,25
Soybean,C,1570.2,12,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.2,43.56,52.29,0,25
Sugarcane,C,2016.8,3,"Nashik, Maharashtra",4.5,0.4,0.94,2.8,3.31,0,25
Cauliflower,B,3822.5,8,"Anand, Gujarat",26.0,0.8,1.14,24.19,22.21,1,6
Groundnut,A,3973.8,7,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,0.91,84.23,102.9,0,25
Green Chilli,B,2890.7,4,"Pune, Maharashtra",55.0,0.7,1.23,70.37,78.55,0,25
Maize,C,3192.4,2,"Indore, Madhya Pradesh",23.0,0.1,1.07,18.28,17.17,1,5
Maize,C,1405.7,11,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,1.36,23.27,25.87,0,25
Sugarcane,C,933.0,4,"Guntur, Andhra Pradesh",4.5,0.4,0.96,3.63,3.21,1,2
Groundnut,C,3770.9,12,"Bengaluru, Karnataka",72.0,0.1,1.19,59.06,59.18,1,6
Wheat,A,3920.4,7,"Bengaluru, Karnataka",30.0,0.05,1.06,39.17,39.01,1,6
Sugarcane,A,1611.5,2,"Bengaluru, Karnataka",4.5,0.4,1.17,4.83,5.93,0,25
Cotton,A,1850.3,11,"Indore, Madhya Pradesh",70.0,0.05,1.2,67.59,61.4,1,5
Sugarcane,C,1314.6,10,"Nashik, Maharashtra",4.5,0.4,1.15,3.94,4.68,0,25
Cabbage,B,1201.4,8,"Bengaluru, Karnataka",18.0,0.6,1.38,20.69,18.07,1,5
Potato,C,3741.0,12,"Bengaluru, Karnataka",20.0,0.2,1.01,18.21,21.13,0,25
Cotton,B,3938.3,5,"Guntur, Andhra Pradesh",70.0,0.05,1.23,59.92,71.27,0,25
Tomato,C,1718.6,6,"Guntur, Andhra Pradesh",24.0,0.85,1.14,19.52,17.15,1,5
Wheat,C,3432.2,12,"Bengaluru, Karnataka",30.0,0.05,1.1,29.5,26.62,1,5
Cabbage,A,2635.8,8,"Pune, Maharashtra",18.0,0.6,1.19,20.01,24.19,0,25
Rice,A,2622.4,12,"Bengaluru, Karnataka",48.0,0.05,1.08,51.27,61.14,0,25
Onion,C,3804.1,7,"Anand, Gujarat",28.0,0.3,1.11,27.36,24.31,1,6
Potato,A,2617.9,9,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.2,22.02,27.26,0,25
Soybean,C,184.3,4,"Guntur, Andhra Pradesh",46.0,0.1,1.02,37.24,45.87,0,25
Soybean,C,3965.1,12,"Guntur, Andhra Pradesh",46.0,0.1,1.24,40.64,36.0,1,4
Cotton,C,2547.7,5,"Guntur, Andhra Pradesh",70.0,0.05,1.12,62.64,56.3,1,5
Maize,C,2368.1,1,"Bengaluru, Karnataka",23.0,0.1,1.39,23.7,24.69,1,7
Onion,C,1962.6,7,"Anand, Gujarat",28.0,0.3,1.22,22.04,19.61,1,2
Maize,C,3260.8,7,"Anand, Gujarat",23.0,0.1,0.91,19.41,20.82,0,25
Cauliflower,C,2099.7,2,"Indore, Madhya Pradesh",26.0,0.8,1.19,21.28,19.14,1,5
Soybean,A,2796.1,10,"Anand, Gujarat",46.0,0.1,0.9,37.28,38.36,1,4
Tomato,A,686.8,11,"Bengaluru, Karnataka",24.0,0.85,1.18,27.57,34.24,0,25
Cauliflower,B,727.8,9,"Ludhiana, Punjab",26.0,0.8,1.39,28.04,31.22,0,25
Rice,B,3623.2,9,"Nashik, Maharashtra",48.0,0.05,1.05,45.6,47.71,1,4
Maize,B,441.1,12,"Bengaluru, Karnataka",23.0,0.1,1.31,28.41,26.84,1,3
Wheat,A,2230.7,10,"Anand, Gujarat",30.0,0.05,1.2,35.84,36.51,1,5
Wheat,B,1851.5,7,"Anand, Gujarat",30.0,0.05,1.37,35.83,40.15,0,25
Groundnut,A,2536.8,2,"Bengaluru, Karnataka",72.0,0.1,1.03,85.36,96.95,0,25
Cabbage,C,3295.2,7,"Anand, Gujarat",18.0,0.6,1.06,13.65,15.9,0,25
Brinjal,A,1117.0,2,"Bengaluru, Karnataka",22.0,0.75,1.17,28.73,28.21,1,2
Maize,B,3482.0,3,"Pune, Maharashtra",23.0,0.1,1.01,22.3,19.04,1,3
Rice,B,744.1,2,"Koyambedu, Chennai, Tamil Nadu",48.0,0.05,1.26,55.12,57.65,1,6
Groundnut,C,1120.7,9,"Pune, Maharashtra",72.0,0.1,0.95,72.73,63.22,1,3
Sugarcane,B,3234.0,6,"Anand, Gujarat",4.5,0.4,1.24,4.75,5.71,0,25
Brinjal,B,87.5,5,"Anand, Gujarat",22.0,0.75,1.16,21.2,19.34,1,2
Brinjal,C,3677.8,1,"Pune, Maharashtra",22.0,0.75,1.22,17.81,19.97,0,25
Brinjal,C,1783.9,3,"Indore, Madhya Pradesh",22.0,0.75,1.08,20.9,21.68,1,4
Brinjal,C,2560.8,5,"Bengaluru, Karnataka",22.0,0.75,0.94,19.01,22.59,0,25
Soybean,A,998.1,12,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,0.95,63.46,68.54,0,25
Onion,C,3721.9,9,"Pune, Maharashtra",28.0,0.3,1.3,33.22,37.23,0,25
Maize,C,2016.3,8,"Anand, Gujarat",23.0,0.1,1.24,21.11,23.66,0,25
Cauliflower,C,104.9,7,"Koyambedu, Chennai, Tamil Nadu",26.0,0.8,1.0,25.18,25.68,1,5
Green Chilli,A,1822.2,10,"Nashik, Maharashtra",55.0,0.7,0.98,61.65,75.34,0,25
Sugarcane,C,346.7,3,"Bengaluru, Karnataka",4.5,0.4,1.32,3.51,3.58,1,4
Green Chilli,A,1036.6,11,"Ludhiana, Punjab",55.0,0.7,1.17,64.27,74.33,0,25
Onion,B,1209.5,8,"Pune, Maharashtra",28.0,0.3,1.01,29.73,27.86,1,3
Maize,C,3575.4,8,"Nashik, Maharashtra",23.0,0.1,1.32,18.78,16.39,1,2
Carrot,B,473.3,6,"Pune, Maharashtra",34.0,0.5,1.07,37.1,31.67,1,3
Rice,A,539.2,7,"Anand, Gujarat",48.0,0.05,1.14,56.73,51.75,1,5
Rice,B,1232.2,6,"Guntur, Andhra Pradesh",48.0,0.05,1.11,52.08,46.53,1,4
Cotton,B,1447.3,3,"Anand, Gujarat",70.0,0.05,1.12,82.93,82.41,1,7
