distance_km,cargo_weight_kg,crop_name,perishability,vehicle_type,base_component,distance_component,weight_component,perishability_component,fair_freight
32.0,6176.0,Soybean,0.1,Heavy Truck,300.0,704.0,158.0,6.0,1190.0
23.3,2799.0,Tomato,0.85,Mini Truck,300.0,396.0,52.0,36.0,759.0
436.6,2701.0,Tomato,0.85,Mini Truck,300.0,7422.0,943.0,668.0,9229.0
387.1,3960.0,Green Chilli,0.7,Heavy Truck,300.0,8516.0,1226.0,488.0,10374.0
537.3,3519.0,Onion,0.3,Heavy Truck,300.0,11821.0,1513.0,290.0,13868.0
427.1,5134.0,Maize,0.1,Heavy Truck,300.0,9396.0,1754.0,77.0,11735.0
474.3,6920.0,Green Chilli,0.7,Heavy Truck,300.0,10435.0,2626.0,598.0,14528.0
550.8,6376.0,Brinjal,0.75,Heavy Truck,300.0,12118.0,2810.0,744.0,16192.0
498.1,6288.0,Sugarcane,0.4,Heavy Truck,300.0,10958.0,2506.0,359.0,13574.0
590.5,492.0,Tomato,0.85,Pickup,300.0,8267.0,232.0,903.0,9829.0
346.8,4207.0,Rice,0.05,Heavy Truck,300.0,7630.0,1167.0,31.0,8817.0
293.8,886.0,Tomato,0.85,Pickup,300.0,4113.0,208.0,450.0,5238.0
208.2,5785.0,Tomato,0.85,Heavy Truck,300.0,4580.0,964.0,319.0,6012.0
422.0,6644.0,Green Chilli,0.7,Heavy Truck,300.0,9284.0,2243.0,532.0,12642.0
188.4,2412.0,Maize,0.1,Mini Truck,300.0,3203.0,364.0,34.0,4075.0
493.8,4412.0,Tomato,0.85,Heavy Truck,300.0,10864.0,1743.0,756.0,13880.0
157.3,6472.0,Groundnut,0.1,Heavy Truck,300.0,3461.0,814.0,28.0,4511.0
293.8,3030.0,Rice,0.05,Mini Truck,300.0,4995.0,712.0,26.0,6210.0
262.1,3783.0,Soybean,0.1,Heavy Truck,300.0,5766.0,793.0,47.0,6646.0
514.9,668.0,Potato,0.2,Pickup,300.0,7209.0,275.0,185.0,8134.0
284.6,561.0,Cotton,0.05,Pickup,300.0,3984.0,128.0,26.0,4653.0
497.1,2191.0,Carrot,0.5,Mini Truck,300.0,8451.0,871.0,447.0,10477.0
638.1,5407.0,Cotton,0.05,Heavy Truck,300.0,14038.0,2760.0,57.0,16475.0
232.4,5053.0,Onion,0.3,Heavy Truck,300.0,5113.0,939.0,125.0,6798.0
562.4,709.0,Green Chilli,0.7,Pickup,300.0,7874.0,319.0,709.0,9397.0
616.0,4753.0,Groundnut,0.1,Heavy Truck,300.0,13552.0,2342.0,111.0,16012.0
561.7,3085.0,Maize,0.1,Mini Truck,300.0,9549.0,1386.0,101.0,11090.0
296.6,3576.0,Potato,0.2,Heavy Truck,300.0,6525.0,849.0,107.0,7536.0
384.1,961.0,Wheat,0.05,Pickup,300.0,5377.0,295.0,35.0,5843.0
280.2,1706.0,Brinjal,0.75,Mini Truck,300.0,4763.0,382.0,378.0,5976.0
237.8,299.0,Groundnut,0.1,Pickup,300.0,3329.0,57.0,43.0,3615.0
529.9,3047.0,Groundnut,0.1,Mini Truck,300.0,9008.0,1292.0,95.0,11102.0
335.8,3403.0,Cotton,0.05,Mini Truck,300.0,5709.0,914.0,30.0,7237.0
431.2,3845.0,Rice,0.05,Heavy Truck,300.0,9486.0,1326.0,39.0,11116.0
161.2,3859.0,Maize,0.1,Heavy Truck,300.0,3546.0,498.0,29.0,4460.0
238.8,706.0,Soybean,0.1,Pickup,300.0,3343.0,135.0,43.0,3805.0
506.6,4515.0,Carrot,0.5,Heavy Truck,300.0,11145.0,1830.0,456.0,14324.0
120.0,1197.0,Brinjal,0.75,Pickup,300.0,1680.0,115.0,162.0,2254.0
294.1,5833.0,Cauliflower,0.8,Heavy Truck,300.0,6470.0,1372.0,424.0,8232.0
457.5,1444.0,Soybean,0.1,Mini Truck,300.0,7778.0,529.0,82.0,8651.0
617.7,6928.0,Green Chilli,0.7,Heavy Truck,300.0,13589.0,3424.0,778.0,17643.0
362.2,4522.0,Soybean,0.1,Heavy Truck,300.0,7968.0,1310.0,65.0,10032.0
354.2,4303.0,Carrot,0.5,Heavy Truck,300.0,7792.0,1219.0,319.0,9498.0
383.6,5678.0,Cabbage,0.6,Heavy Truck,300.0,8439.0,1742.0,414.0,10985.0
96.8,2456.0,Carrot,0.5,Mini Truck,300.0,1646.0,190.0,87.0,2230.0
107.5,2327.0,Cabbage,0.6,Mini Truck,300.0,1828.0,200.0,116.0,2530.0
253.3,272.0,Cotton,0.05,Pickup,300.0,3546.0,55.0,23.0,3834.0
366.5,6721.0,Cauliflower,0.8,Heavy Truck,300.0,8063.0,1971.0,528.0,10451.0
28.8,600.0,Groundnut,0.1,Pickup,300.0,403.0,14.0,5.0,754.0
196.2,5435.0,Onion,0.3,Heavy Truck,300.0,4316.0,853.0,106.0,5800.0
509.7,2375.0,Cauliflower,0.8,Mini Truck,300.0,8665.0,968.0,734.0,10800.0
375.9,6678.0,Potato,0.2,Heavy Truck,300.0,8270.0,2008.0,135.0,10854.0
617.4,2532.0,Brinjal,0.75,Mini Truck,300.0,10496.0,1251.0,833.0,12771.0
69.4,3777.0,Onion,0.3,Heavy Truck,300.0,1527.0,210.0,37.0,2112.0
548.6,2228.0,Brinjal,0.75,Mini Truck,300.0,9326.0,978.0,741.0,10931.0
568.7,2591.0,Tomato,0.85,Mini Truck,300.0,9668.0,1179.0,870.0,11541.0
396.2,1907.0,Cabbage,0.6,Mini Truck,300.0,6735.0,604.0,428.0,8256.0
125.8,6640.0,Cauliflower,0.8,Heavy Truck,300.0,2768.0,668.0,181.0,4055.0
324.4,4512.0,Tomato,0.85,Heavy Truck,300.0,7137.0,1171.0,496.0,9253.0
421.2,5440.0,Cabbage,0.6,Heavy Truck,300.0,9266.0,1833.0,455.0,11589.0
89.0,5144.0,Potato,0.2,Heavy Truck,300.0,1958.0,366.0,32.0,2631.0
18.4,4542.0,Brinjal,0.75,Heavy Truck,300.0,405.0,67.0,25.0,825.0
33.1,1999.0,Cabbage,0.6,Mini Truck,300.0,563.0,53.0,36.0,978.0
24.7,4665.0,Cabbage,0.6,Heavy Truck,300.0,543.0,92.0,27.0,954.0
647.1,1218.0,Cotton,0.05,Mini Truck,300.0,11001.0,631.0,58.0,11714.0
397.0,5764.0,Soybean,0.1,Heavy Truck,300.0,8734.0,1831.0,71.0,11051.0
256.0,6216.0,Tomato,0.85,Heavy Truck,300.0,5632.0,1273.0,392.0,7828.0
329.0,1449.0,Potato,0.2,Mini Truck,300.0,5593.0,381.0,118.0,6605.0
512.7,6342.0,Soybean,0.1,Heavy Truck,300.0,11279.0,2601.0,92.0,14615.0
98.9,4942.0,Cabbage,0.6,Heavy Truck,300.0,2176.0,391.0,107.0,2975.0
163.1,6622.0,Groundnut,0.1,Heavy Truck,300.0,3588.0,864.0,29.0,4864.0
646.3,4911.0,Green Chilli,0.7,Heavy Truck,300.0,14219.0,2539.0,814.0,17953.0
510.4,735.0,Soybean,0.1,Pickup,300.0,7146.0,300.0,92.0,8062.0
205.2,6628.0,Cabbage,0.6,Heavy Truck,300.0,4514.0,1088.0,222.0,6082.0
271.1,5461.0,Carrot,0.5,Heavy Truck,300.0,5964.0,1184.0,244.0,7562.0
471.0,3845.0,Carrot,0.5,Heavy Truck,300.0,10362.0,1449.0,424.0,12923.0
241.6,2197.0,Green Chilli,0.7,Mini Truck,300.0,4107.0,425.0,304.0,5032.0
221.4,553.0,Brinjal,0.75,Pickup,300.0,3100.0,98.0,299.0,3868.0
583.6,6829.0,Soybean,0.1,Heavy Truck,300.0,12839.0,3188.0,105.0,16992.0
236.5,6131.0,Rice,0.05,Heavy Truck,300.0,5203.0,1160.0,21.0,6818.0
568.5,3596.0,Sugarcane,0.4,Heavy Truck,300.0,12507.0,1635.0,409.0,14654.0
484.5,1678.0,Maize,0.1,Mini Truck,300.0,8236.0,650.0,87.0,9198.0
360.1,3060.0,Potato,0.2,Mini Truck,300.0,6122.0,882.0,130.0,7707.0
542.6,1589.0,Brinjal,0.75,Mini Truck,300.0,9224.0,690.0,733.0,11326.0
341.3,1758.0,Tomato,0.85,Mini Truck,300.0,5802.0,480.0,522.0,7370.0
529.3,3362.0,Cauliflower,0.8,Mini Truck,300.0,8998.0,1424.0,762.0,11511.0
601.6,6318.0,Wheat,0.05,Heavy Truck,300.0,13235.0,3041.0,54.0,16330.0
504.8,4588.0,Sugarcane,0.4,Heavy Truck,300.0,11106.0,1853.0,363.0,14063.0
368.9,4633.0,Soybean,0.1,Heavy Truck,300.0,8116.0,1367.0,66.0,9679.0
166.1,6830.0,Brinjal,0.75,Heavy Truck,300.0,3654.0,908.0,224.0,5339.0
451.9,6079.0,Tomato,0.85,Heavy Truck,300.0,9942.0,2198.0,691.0,13026.0
498.4,5554.0,Green Chilli,0.7,Heavy Truck,300.0,10965.0,2214.0,628.0,14558.0
241.2,5073.0,Cabbage,0.6,Heavy Truck,300.0,5306.0,979.0,260.0,6680.0
182.2,3298.0,Groundnut,0.1,Mini Truck,300.0,3097.0,481.0,33.0,4044.0
42.7,1460.0,Potato,0.2,Mini Truck,300.0,726.0,50.0,15.0,1138.0
495.2,5334.0,Cabbage,0.6,Heavy Truck,300.0,10894.0,2113.0,535.0,13346.0
309.2,1668.0,Groundnut,0.1,Mini Truck,300.0,5256.0,413.0,56.0,6049.0
100.8,6808.0,Green Chilli,0.7,Heavy Truck,300.0,2218.0,549.0,127.0,3143.0
514.6,2483.0,Soybean,0.1,Mini Truck,300.0,8748.0,1022.0,93.0,10643.0
13.1,3979.0,Tomato,0.85,Heavy Truck,300.0,288.0,42.0,20.0,628.0
98.1,3958.0,Green Chilli,0.7,Heavy Truck,300.0,2158.0,311.0,124.0,2805.0
34.6,1015.0,Groundnut,0.1,Pickup,300.0,484.0,28.0,6.0,833.0
201.9,2470.0,Soybean,0.1,Mini Truck,300.0,3432.0,399.0,36.0,4070.0
369.9,2250.0,Green Chilli,0.7,Mini Truck,300.0,6288.0,666.0,466.0,7569.0
51.4,6371.0,Cabbage,0.6,Heavy Truck,300.0,1131.0,262.0,56.0,1720.0
447.6,4739.0,Rice,0.05,Heavy Truck,300.0,9847.0,1697.0,40.0,12291.0
490.4,4381.0,Cotton,0.05,Heavy Truck,300.0,10789.0,1719.0,44.0,13215.0
130.4,5603.0,Groundnut,0.1,Heavy Truck,300.0,2869.0,585.0,23.0,3934.0
81.5,1749.0,Green Chilli,0.7,Mini Truck,300.0,1386.0,114.0,103.0,1925.0
185.9,6096.0,Brinjal,0.75,Heavy Truck,300.0,4090.0,907.0,251.0,5504.0
576.3,5738.0,Potato,0.2,Heavy Truck,300.0,12679.0,2645.0,207.0,15984.0
547.9,2724.0,Potato,0.2,Mini Truck,300.0,9314.0,1194.0,197.0,11364.0
230.1,4874.0,Cauliflower,0.8,Heavy Truck,300.0,5062.0,897.0,331.0,6543.0
153.0,1428.0,Groundnut,0.1,Mini Truck,300.0,2601.0,175.0,28.0,3168.0
233.1,2461.0,Onion,0.3,Mini Truck,300.0,3963.0,459.0,126.0,4767.0
494.2,6840.0,Sugarcane,0.4,Heavy Truck,300.0,10872.0,2704.0,356.0,14436.0
591.7,658.0,Rice,0.05,Pickup,300.0,8284.0,311.0,53.0,8852.0
60.2,4692.0,Maize,0.1,Heavy Truck,300.0,1324.0,226.0,11.0,1838.0
540.4,2257.0,Soybean,0.1,Mini Truck,300.0,9187.0,976.0,97.0,10346.0
300.4,316.0,Sugarcane,0.4,Pickup,300.0,4206.0,76.0,216.0,4786.0
313.3,3852.0,Onion,0.3,Heavy Truck,300.0,6893.0,965.0,169.0,8306.0
137.9,3152.0,Brinjal,0.75,Mini Truck,300.0,2344.0,348.0,186.0,3078.0
549.8,5936.0,Soybean,0.1,Heavy Truck,300.0,12096.0,2611.0,99.0,14933.0
314.4,6747.0,Groundnut,0.1,Heavy Truck,300.0,6917.0,1697.0,57.0,9194.0
566.5,1251.0,Brinjal,0.75,Mini Truck,300.0,9630.0,567.0,765.0,11073.0
75.0,5297.0,Tomato,0.85,Heavy Truck,300.0,1650.0,318.0,115.0,2397.0
346.5,3627.0,Sugarcane,0.4,Heavy Truck,300.0,7623.0,1005.0,249.0,9352.0
261.0,197.0,Cabbage,0.6,Pickup,300.0,3654.0,41.0,282.0,4465.0
281.3,1715.0,Cabbage,0.6,Mini Truck,300.0,4782.0,386.0,304.0,5973.0
163.9,5552.0,Rice,0.05,Heavy Truck,300.0,3606.0,728.0,15.0,4849.0
392.5,6654.0,Brinjal,0.75,Heavy Truck,300.0,8635.0,2089.0,530.0,11866.0
612.3,2244.0,Tomato,0.85,Mini Truck,300.0,10409.0,1099.0,937.0,13052.0
471.5,5768.0,Cauliflower,0.8,Heavy Truck,300.0,10373.0,2176.0,679.0,13160.0
535.4,6409.0,Groundnut,0.1,Heavy Truck,300.0,11779.0,2745.0,96.0,15295.0
292.1,4769.0,Onion,0.3,Heavy Truck,300.0,6426.0,1114.0,158.0,8361.0
619.5,1586.0,Sugarcane,0.4,Mini Truck,300.0,10532.0,786.0,446.0,11830.0
506.3,6446.0,Cauliflower,0.8,Heavy Truck,300.0,11139.0,2611.0,729.0,15461.0
207.5,2475.0,Maize,0.1,Mini Truck,300.0,3528.0,411.0,37.0,4139.0
196.7,1151.0,Potato,0.2,Pickup,300.0,2754.0,181.0,71.0,3283.0
532.2,2865.0,Green Chilli,0.7,Mini Truck,300.0,9047.0,1220.0,671.0,10835.0
444.9,3916.0,Sugarcane,0.4,Heavy Truck,300.0,9788.0,1394.0,320.0,12097.0
78.5,1862.0,Carrot,0.5,Mini Truck,300.0,1334.0,117.0,71.0,1809.0
247.5,2712.0,Potato,0.2,Mini Truck,300.0,4208.0,537.0,89.0,5208.0
50.9,5057.0,Wheat,0.05,Heavy Truck,300.0,1120.0,206.0,5.0,1652.0
489.0,4438.0,Rice,0.05,Heavy Truck,300.0,10758.0,1736.0,44.0,13359.0
343.7,4980.0,Soybean,0.1,Heavy Truck,300.0,7561.0,1369.0,62.0,9171.0
289.0,4344.0,Rice,0.05,Heavy Truck,300.0,6358.0,1004.0,26.0,8014.0
64.1,363.0,Soybean,0.1,Pickup,300.0,897.0,19.0,12.0,1273.0
435.3,4138.0,Carrot,0.5,Heavy Truck,300.0,9577.0,1441.0,392.0,11366.0
421.2,2313.0,Brinjal,0.75,Mini Truck,300.0,7160.0,779.0,569.0,8573.0
384.1,6646.0,Maize,0.1,Heavy Truck,300.0,8450.0,2042.0,69.0,10884.0
91.0,6332.0,Green Chilli,0.7,Heavy Truck,300.0,2002.0,461.0,115.0,2972.0
592.2,1574.0,Potato,0.2,Mini Truck,300.0,10067.0,746.0,213.0,11392.0
548.8,1075.0,Cabbage,0.6,Pickup,300.0,7683.0,472.0,593.0,8754.0
44.3,3574.0,Rice,0.05,Heavy Truck,300.0,975.0,127.0,4.0,1453.0
109.6,776.0,Cauliflower,0.8,Pickup,300.0,1534.0,68.0,158.0,2024.0
373.0,621.0,Green Chilli,0.7,Pickup,300.0,5222.0,185.0,470.0,6176.0
444.8,3103.0,Carrot,0.5,Mini Truck,300.0,7562.0,1104.0,400.0,9087.0
27.2,1045.0,Cauliflower,0.8,Pickup,300.0,381.0,23.0,39.0,759.0
321.9,3150.0,Wheat,0.05,Mini Truck,300.0,5472.0,811.0,29.0,6554.0
390.7,4369.0,Groundnut,0.1,Heavy Truck,300.0,8595.0,1366.0,70.0,9993.0
562.6,490.0,Wheat,0.05,Pickup,300.0,7876.0,221.0,51.0,8351.0
16.6,6919.0,Tomato,0.85,Heavy Truck,300.0,365.0,92.0,25.0,760.0
423.6,5223.0,Cauliflower,0.8,Heavy Truck,300.0,9319.0,1770.0,610.0,11783.0
326.4,4329.0,Maize,0.1,Heavy Truck,300.0,7181.0,1130.0,59.0,8489.0
611.7,4502.0,Maize,0.1,Heavy Truck,300.0,13457.0,2203.0,110.0,15508.0
390.4,3571.0,Carrot,0.5,Heavy Truck,300.0,8589.0,1115.0,351.0,10651.0
40.2,4575.0,Tomato,0.85,Heavy Truck,300.0,884.0,147.0,62.0,1371.0
396.9,5060.0,Rice,0.05,Heavy Truck,300.0,8732.0,1607.0,36.0,10510.0
448.3,3269.0,Green Chilli,0.7,Mini Truck,300.0,7621.0,1172.0,565.0,9531.0
54.0,5006.0,Potato,0.2,Heavy Truck,300.0,1188.0,216.0,19.0,1692.0
281.3,3584.0,Tomato,0.85,Heavy Truck,300.0,6189.0,807.0,430.0,7469.0
165.9,3891.0,Potato,0.2,Heavy Truck,300.0,3650.0,516.0,60.0,4527.0
55.9,6112.0,Green Chilli,0.7,Heavy Truck,300.0,1230.0,273.0,70.0,1816.0
166.5,2690.0,Onion,0.3,Mini Truck,300.0,2830.0,358.0,90.0,3611.0
112.2,120.0,Rice,0.05,Pickup,300.0,1571.0,11.0,10.0,1907.0
360.0,2595.0,Rice,0.05,Mini Truck,300.0,6120.0,747.0,32.0,7024.0
503.4,5208.0,Soybean,0.1,Heavy Truck,300.0,11075.0,2097.0,91.0,13913.0
574.1,4738.0,Cauliflower,0.8,Heavy Truck,300.0,12630.0,2176.0,827.0,15470.0
509.0,2936.0,Brinjal,0.75,Mini Truck,300.0,8653.0,1196.0,687.0,11223.0
162.0,4001.0,Soybean,0.1,Heavy Truck,300.0,3564.0,519.0,29.0,4505.0
425.0,4940.0,Rice,0.05,Heavy Truck,300.0,9350.0,1680.0,38.0,11668.0
394.1,3314.0,Cauliflower,0.8,Mini Truck,300.0,6700.0,1045.0,568.0,8727.0
206.0,3454.0,Carrot,0.5,Mini Truck,300.0,3502.0,569.0,185.0,4450.0
37.4,2540.0,Onion,0.3,Mini Truck,300.0,636.0,76.0,20.0,1015.0
469.1,5486.0,Carrot,0.5,Heavy Truck,300.0,10320.0,2059.0,422.0,13654.0
302.3,3093.0,Wheat,0.05,Mini Truck,300.0,5139.0,748.0,27.0,6279.0
567.7,290.0,Soybean,0.1,Pickup,300.0,7948.0,132.0,102.0,8655.0
546.3,2312.0,Potato,0.2,Mini Truck,300.0,9287.0,1010.0,197.0,10573.0
14.1,2662.0,Sugarcane,0.4,Mini Truck,300.0,240.0,30.0,10.0,562.0
509.9,5299.0,Cabbage,0.6,Heavy Truck,300.0,11218.0,2162.0,551.0,14000.0
421.3,2596.0,Maize,0.1,Mini Truck,300.0,7162.0,875.0,76.0,8352.0
397.5,1078.0,Brinjal,0.75,Pickup,300.0,5565.0,343.0,537.0,6684.0
259.3,893.0,Potato,0.2,Pickup,300.0,3630.0,185.0,93.0,4212.0
329.1,1731.0,Carrot,0.5,Mini Truck,300.0,5595.0,456.0,296.0,6820.0
529.0,4848.0,Soybean,0.1,Heavy Truck,300.0,11638.0,2052.0,95.0,14157.0
275.8,1075.0,Brinjal,0.75,Pickup,300.0,3861.0,237.0,372.0,4683.0
236.8,835.0,Groundnut,0.1,Pickup,300.0,3315.0,158.0,43.0,3801.0
540.7,6473.0,Carrot,0.5,Heavy Truck,300.0,11895.0,2800.0,487.0,15621.0
611.6,2669.0,Carrot,0.5,Mini Truck,300.0,10397.0,1306.0,550.0,12286.0
73.0,3857.0,Cotton,0.05,Heavy Truck,300.0,1606.0,225.0,7.0,2153.0
488.4,5780.0,Tomato,0.85,Heavy Truck,300.0,10745.0,2258.0,747.0,13698.0
99.5,4843.0,Maize,0.1,Heavy Truck,300.0,2189.0,386.0,18.0,2963.0
621.4,4704.0,Onion,0.3,Heavy Truck,300.0,13671.0,2338.0,336.0,16431.0
514.0,6212.0,Potato,0.2,Heavy Truck,300.0,11308.0,2554.0,185.0,14412.0
141.1,1607.0,Wheat,0.05,Mini Truck,300.0,2399.0,181.0,13.0,3025.0
80.7,5658.0,Brinjal,0.75,Heavy Truck,300.0,1775.0,365.0,109.0,2626.0
447.9,1301.0,Soybean,0.1,Mini Truck,300.0,7614.0,466.0,81.0,8201.0
128.8,3628.0,Onion,0.3,Heavy Truck,300.0,2834.0,374.0,70.0,3627.0
643.8,5186.0,Rice,0.05,Heavy Truck,300.0,14164.0,2671.0,58.0,17878.0
276.0,3406.0,Cotton,0.05,Mini Truck,300.0,4692.0,752.0,25.0,5668.0
210.4,3817.0,Cabbage,0.6,Heavy Truck,300.0,4629.0,642.0,227.0,5769.0
336.7,3433.0,Tomato,0.85,Mini Truck,300.0,5724.0,925.0,515.0,7311.0
362.8,5478.0,Rice,0.05,Heavy Truck,300.0,7982.0,1590.0,33.0,9511.0
188.1,1617.0,Soybean,0.1,Mini Truck,300.0,3198.0,243.0,34.0,3829.0
420.0,2871.0,Rice,0.05,Mini Truck,300.0,7140.0,965.0,38.0,8629.0
60.4,2477.0,Potato,0.2,Mini Truck,300.0,1027.0,120.0,22.0,1508.0
102.8,6689.0,Cabbage,0.6,Heavy Truck,300.0,2262.0,550.0,111.0,3127.0
422.1,3430.0,Tomato,0.85,Mini Truck,300.0,7176.0,1158.0,646.0,9229.0
392.9,2033.0,Tomato,0.85,Mini Truck,300.0,6679.0,639.0,601.0,8562.0
41.9,5226.0,Soybean,0.1,Heavy Truck,300.0,922.0,175.0,8.0,1367.0
70.3,3848.0,Potato,0.2,Heavy Truck,300.0,1547.0,216.0,25.0,2029.0
110.4,3411.0,Cauliflower,0.8,Mini Truck,300.0,1877.0,301.0,159.0,2577.0
66.0,888.0,Groundnut,0.1,Pickup,300.0,924.0,47.0,12.0,1299.0
642.9,2863.0,Tomato,0.85,Mini Truck,300.0,10929.0,1472.0,984.0,14182.0
317.5,4772.0,Cauliflower,0.8,Heavy Truck,300.0,6985.0,1212.0,457.0,9090.0
515.6,5118.0,Soybean,0.1,Heavy Truck,300.0,11343.0,2111.0,93.0,13607.0
379.0,6271.0,Cabbage,0.6,Heavy Truck,300.0,8338.0,1901.0,409.0,11116.0
409.5,492.0,Potato,0.2,Pickup,300.0,5733.0,161.0,147.0,6619.0
96.3,3483.0,Onion,0.3,Mini Truck,300.0,1637.0,268.0,52.0,2224.0
556.3,5555.0,Brinjal,0.75,Heavy Truck,300.0,12239.0,2472.0,751.0,15636.0
482.2,3915.0,Cauliflower,0.8,Heavy Truck,300.0,10608.0,1510.0,694.0,13371.0
646.7,6251.0,Tomato,0.85,Heavy Truck,300.0,14227.0,3234.0,989.0,18731.0
325.2,4460.0,Soybean,0.1,Heavy Truck,300.0,7154.0,1160.0,59.0,8993.0
563.8,2262.0,Cotton,0.05,Mini Truck,300.0,9585.0,1020.0,51.0,10757.0
645.6,1481.0,Onion,0.3,Mini Truck,300.0,10975.0,765.0,349.0,12081.0
305.0,6690.0,Cotton,0.05,Heavy Truck,300.0,6710.0,1632.0,27.0,8598.0
533.5,5239.0,Sugarcane,0.4,Heavy Truck,300.0,11737.0,2236.0,384.0,14618.0
277.9,2205.0,Brinjal,0.75,Mini Truck,300.0,4724.0,490.0,375.0,5770.0
594.9,3599.0,Onion,0.3,Heavy Truck,300.0,13088.0,1713.0,321.0,15602.0
580.6,3726.0,Groundnut,0.1,Heavy Truck,300.0,12773.0,1731.0,105.0,15265.0
424.9,6221.0,Tomato,0.85,Heavy Truck,300.0,9348.0,2115.0,650.0,12354.0
635.9,1250.0,Tomato,0.85,Mini Truck,300.0,10810.0,636.0,973.0,12341.0
142.6,5781.0,Carrot,0.5,Heavy Truck,300.0,3137.0,659.0,128.0,4085.0
644.3,2502.0,Sugarcane,0.4,Mini Truck,300.0,10953.0,1290.0,464.0,13286.0
119.9,2784.0,Sugarcane,0.4,Mini Truck,300.0,2038.0,267.0,86.0,2822.0
134.5,6454.0,Sugarcane,0.4,Heavy Truck,300.0,2959.0,694.0,97.0,4194.0
59.2,4336.0,Cauliflower,0.8,Heavy Truck,300.0,1302.0,205.0,85.0,1873.0
380.2,5305.0,Tomato,0.85,Heavy Truck,300.0,8364.0,1614.0,582.0,10729.0
395.3,488.0,Carrot,0.5,Pickup,300.0,5534.0,154.0,356.0,6475.0
394.9,5273.0,Green Chilli,0.7,Heavy Truck,300.0,8688.0,1666.0,498.0,11223.0
223.1,1652.0,Groundnut,0.1,Mini Truck,300.0,3793.0,295.0,40.0,4418.0
629.3,6086.0,Soybean,0.1,Heavy Truck,300.0,13845.0,3064.0,113.0,17561.0
385.0,5334.0,Onion,0.3,Heavy Truck,300.0,8470.0,1643.0,208.0,10342.0
554.4,6994.0,Rice,0.05,Heavy Truck,300.0,12197.0,3102.0,50.0,15873.0
108.6,6384.0,Sugarcane,0.4,Heavy Truck,300.0,2389.0,555.0,78.0,3476.0
228.9,3122.0,Wheat,0.05,Mini Truck,300.0,3891.0,572.0,21.0,4622.0
394.1,5204.0,Green Chilli,0.7,Heavy Truck,300.0,8670.0,1641.0,497.0,11221.0
572.0,4443.0,Cotton,0.05,Heavy Truck,300.0,12584.0,2033.0,51.0,15692.0
617.2,1853.0,Carrot,0.5,Mini Truck,300.0,10492.0,915.0,555.0,12730.0
584.7,6342.0,Onion,0.3,Heavy Truck,300.0,12863.0,2967.0,316.0,17000.0
644.5,4976.0,Brinjal,0.75,Heavy Truck,300.0,14179.0,2566.0,870.0,18506.0
87.8,3840.0,Rice,0.05,Heavy Truck,300.0,1932.0,270.0,8.0,2538.0
177.1,1882.0,Cotton,0.05,Mini Truck,300.0,3011.0,267.0,16.0,3517.0
504.4,1837.0,Rice,0.05,Mini Truck,300.0,8575.0,741.0,45.0,9357.0
259.4,5454.0,Cabbage,0.6,Heavy Truck,300.0,5707.0,1132.0,280.0,7284.0
582.6,5627.0,Cabbage,0.6,Heavy Truck,300.0,12817.0,2623.0,629.0,16303.0
433.3,2430.0,Cabbage,0.6,Mini Truck,300.0,7366.0,842.0,468.0,8655.0
385.8,4901.0,Wheat,0.05,Heavy Truck,300.0,8488.0,1513.0,35.0,10259.0
514.5,3815.0,Potato,0.2,Heavy Truck,300.0,11319.0,1570.0,185.0,13597.0
595.4,322.0,Groundnut,0.1,Pickup,300.0,8336.0,153.0,107.0,9030.0
564.4,4948.0,Carrot,0.5,Heavy Truck,300.0,12417.0,2234.0,508.0,15513.0
506.9,1398.0,Soybean,0.1,Mini Truck,300.0,8617.0,567.0,91.0,10007.0
602.5,2988.0,Cauliflower,0.8,Mini Truck,300.0,10242.0,1440.0,868.0,12411.0
571.5,1589.0,Cabbage,0.6,Mini Truck,300.0,9716.0,726.0,617.0,11386.0
608.0,3224.0,Carrot,0.5,Mini Truck,300.0,10336.0,1568.0,547.0,13036.0
87.5,4632.0,Groundnut,0.1,Heavy Truck,300.0,1925.0,324.0,16.0,2530.0
17.2,6447.0,Wheat,0.05,Heavy Truck,300.0,378.0,89.0,2.0,747.0
119.9,1278.0,Cotton,0.05,Mini Truck,300.0,2038.0,123.0,11.0,2583.0
70.2,4355.0,Maize,0.1,Heavy Truck,300.0,1544.0,245.0,13.0,2167.0
472.0,5694.0,Tomato,0.85,Heavy Truck,300.0,10384.0,2150.0,722.0,13516.0
593.9,1375.0,Rice,0.05,Mini Truck,300.0,10096.0,653.0,53.0,11092.0
207.5,199.0,Maize,0.1,Pickup,300.0,2905.0,33.0,37.0,3305.0
425.2,2239.0,Wheat,0.05,Mini Truck,300.0,7228.0,762.0,38.0,8121.0
496.9,3914.0,Cotton,0.05,Heavy Truck,300.0,10932.0,1556.0,45.0,12632.0
438.4,4710.0,Potato,0.2,Heavy Truck,300.0,9645.0,1652.0,158.0,12018.0
166.6,5874.0,Green Chilli,0.7,Heavy Truck,300.0,3665.0,783.0,210.0,4763.0
394.6,3131.0,Green Chilli,0.7,Mini Truck,300.0,6708.0,988.0,497.0,8690.0
610.3,914.0,Groundnut,0.1,Pickup,300.0,8544.0,446.0,110.0,9460.0
430.7,6861.0,Brinjal,0.75,Heavy Truck,300.0,9475.0,2364.0,581.0,13345.0
15.2,5639.0,Wheat,0.05,Heavy Truck,300.0,334.0,69.0,1.0,683.0
